name,brand,model,version,years,fuel,car_type,power,torque,consumption,zero100,speed_max,price_min,price_max,reliability,comfort,fun,pros,cons,ideal,checks,mods,avoid,verdict
Volkswagen T-Roc 1.5 TSI,Volkswagen,T-Roc,1.5 TSI,2012-oggi,Benzina,SUV compatto,312,624,6.8,4.6,280,31000,43000,9,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Volkswagen Tiguan 2.0 TDI,Volkswagen,Tiguan,2.0 TDI,2012-oggi,Diesel,SUV compatto,90,180,5.4,10.9,205,24200,37200,7,6,6,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Volkswagen Passat 2.0 TDI,Volkswagen,Passat,2.0 TDI,2012-oggi,Diesel,Utilitaria/Compatta,102,204,5.8,10.6,211,25400,39400,8,7,7,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Volkswagen Up 1.0,Volkswagen,Up,1.0,2012-oggi,Benzina,Utilitaria/Compatta,114,228,6.1,10.2,217,26600,41600,9,8,8,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Volkswagen Scirocco 2.0 TSI,Volkswagen,Scirocco,2.0 TSI,2012-oggi,Benzina,Compatta sportiva,216,432,8.200000000000001,7.3,268,35800,51800,7,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Volkswagen Arteon 2.0 TDI,Volkswagen,Arteon,2.0 TDI,2012-oggi,Diesel,Compatta sportiva,228,456,5.8,7.0,274,13000,22000,8,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Fiat Panda 1.2,Fiat,Panda,1.2,2012-oggi,Diesel,Utilitaria/Compatta,150,300,4.3,9.2,235,6200,16200,9,7,6,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Fiat 500 1.2,Fiat,500,1.2,2012-oggi,Benzina,Utilitaria/Compatta,162,324,4.7,8.9,241,7400,18400,7,8,7,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Fiat Punto 1.3 Multijet,Fiat,Punto,1.3 Multijet,2012-oggi,Diesel,Utilitaria/Compatta,174,348,5.0,8.5,247,8600,20600,8,9,8,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Fiat Tipo 1.6 Multijet,Fiat,Tipo,1.6 Multijet,2012-oggi,Diesel,Utilitaria/Compatta,186,372,5.4,8.2,253,9800,22800,9,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Fiat Bravo 1.6 Multijet,Fiat,Bravo,1.6 Multijet,2012-oggi,Diesel,Compatta sportiva,288,576,7.6,5.3,280,19000,33000,7,7,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Fiat Grande Punto 1.4,Fiat,Grande,Punto 1.4,2012-oggi,Diesel,Compatta sportiva,300,600,7.8999999999999995,4.9,280,20200,35200,8,8,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Fiat 500X 1.6 Multijet,Fiat,500X,1.6 Multijet,2012-oggi,Diesel,SUV compatto,222,444,6.4,7.2,271,13400,29400,9,9,7,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Fiat Panda 4x4,Fiat,Panda,4x4,2012-oggi,Diesel,Utilitaria/Compatta,90,180,4.0,10.9,205,14600,23600,7,6,8,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Fiat Doblo 1.6 Multijet,Fiat,Doblo,1.6 Multijet,2012-oggi,Diesel,Utilitaria/Compatta,102,204,4.3,10.6,211,15800,25800,8,7,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Fiat 124 Spider,Fiat,124,Spider,2012-oggi,Diesel,Compatta sportiva,204,408,6.5,7.7,262,25000,36000,9,8,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Alfa Romeo MiTo 1.4 Turbo,Alfa Romeo,MiTo,1.4 Turbo,2012-oggi,Benzina,Compatta sportiva,216,432,6.8,7.3,268,26200,38200,7,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Alfa Romeo Giulietta 1.6 JTDm,Alfa Romeo,Giulietta,1.6 JTDm,2012-oggi,Diesel,Utilitaria/Compatta,138,276,5.4,9.6,229,19400,32400,8,6,7,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Alfa Romeo Giulietta Quadrifoglio,Alfa Romeo,Giulietta,Quadrifoglio,2012-oggi,Diesel,Compatta sportiva,240,480,7.6,6.6,280,28600,42600,9,7,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Alfa Romeo Giulia 2.2 Diesel,Alfa Romeo,Giulia,2.2 Diesel,2012-oggi,Diesel,Utilitaria/Compatta,162,324,6.1,8.9,241,21800,36800,7,8,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Alfa Romeo Giulia Veloce,Alfa Romeo,Giulia,Veloce,2012-oggi,Benzina,Compatta sportiva,264,528,8.200000000000001,6.0,280,31000,47000,8,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Alfa Romeo Stelvio 2.2 Diesel,Alfa Romeo,Stelvio,2.2 Diesel,2012-oggi,Diesel,SUV compatto,186,372,4.0,8.2,253,24200,33200,9,6,6,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Alfa Romeo 159 1.9 JTDm,Alfa Romeo,159,1.9 JTDm,2012-oggi,Diesel,Utilitaria/Compatta,198,396,4.3,7.8,259,25400,35400,7,7,7,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Alfa Romeo 147 1.9 JTD,Alfa Romeo,147,1.9 JTD,2012-oggi,Diesel,Utilitaria/Compatta,210,420,4.7,7.5,265,26600,37600,8,8,8,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Alfa Romeo Brera 2.4 JTDm,Alfa Romeo,Brera,2.4 JTDm,2012-oggi,Diesel,Compatta sportiva,312,624,6.8,4.6,280,35800,47800,9,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Alfa Romeo Tonale Hybrid,Alfa Romeo,Tonale,Hybrid,2012-oggi,Ibrida benzina,SUV compatto,180,360,7.2,8.4,250,13000,26000,7,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Mini Cooper 1.5,Mini,Cooper,1.5,2012-oggi,Benzina,Compatta sportiva,192,384,7.6,8.0,256,14200,28200,8,7,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Mini Cooper S,Mini,Cooper,S,2012-oggi,Benzina,Compatta sportiva,204,408,7.8999999999999995,7.7,262,15400,30400,9,8,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Mini One D,Mini,One,D,2012-oggi,Diesel,Utilitaria/Compatta,126,252,6.4,9.9,223,8600,24600,7,9,8,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Mini Clubman Cooper,Mini,Clubman,Cooper,2012-oggi,Benzina,Compatta sportiva,228,456,5.8,7.0,274,17800,26800,8,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Mini Countryman Cooper D,Mini,Countryman,Cooper D,2012-oggi,Diesel,Compatta sportiva,240,480,6.1,6.6,280,19000,29000,9,7,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Mini JCW,Mini,JCW,JCW,2012-oggi,Benzina,Compatta sportiva,252,504,6.5,6.3,280,20200,31200,7,8,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Mini Paceman Cooper S,Mini,Paceman,Cooper S,2012-oggi,Benzina,Compatta sportiva,264,528,6.8,6.0,280,21400,33400,8,9,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
Mini Cooper SE,Mini,Cooper,SE,2012-oggi,Elettrica,Compatta sportiva,136,272,0,9.6,228,22600,35600,9,6,9,"Modello diffuso, buona disponibilita sul mercato usato, ricambi reperibili e buon equilibrio generale.","Verificare sempre manutenzione, chilometri reali, stato meccanico, gomme, freni ed eventuali modifiche precedenti.","Uso quotidiano, acquisto usato, confronto con modelli simili e valutazione in base al budget.","Controllare storico tagliandi, frizione, cambio, motore, elettronica, gomme, freni, sospensioni e carrozzeria.","Gomme di qualita, manutenzione completa, freni in ordine, cerchi omologati e modifiche estetiche leggere.","Evitare modifiche non omologate, rimappe aggressive, scarichi illegali, eliminazione dispositivi antinquinamento e assetti estremi.","Scelta interessante se il prezzo e coerente, la manutenzione e documentata e l'esemplare e in buone condizioni."
